ApplNo,Form,Dosage,drugname,activeingred
76534,"TABLET, ORALLY DISINTEGRATING; ORAL",15MG,OLANZAPINE,OLANZAPINE
76534,"TABLET, ORALLY DISINTEGRATING; ORAL",20MG,OLANZAPINE,OLANZAPINE
76537,CAPSULE; ORAL,100MG,GABAPENTIN,GABAPENTIN
76537,CAPSULE; ORAL,300MG,GABAPENTIN,GABAPENTIN
76537,CAPSULE; ORAL,400MG,GABAPENTIN,GABAPENTIN
76538,"TABLET, EXTENDED RELEASE; ORAL",60/120MG,FEXOFENADINE HCL; PSEUDOEPHEDRINE HCL,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
76539,INJECTABLE; INJECTION,EQ 100MG BASE/ML,VALPROATE SODIUM,VALPROATE SODIUM
76540,TABLET; ORAL,EQ 25MG BASE,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE
76540,TABLET; ORAL,EQ 50MG BASE,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE
76540,TABLET; ORAL,EQ 100MG BASE,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE
76541,TABLET; ORAL,15MG,MIRTAZAPINE,MIRTAZAPINE
76541,TABLET; ORAL,30MG,MIRTAZAPINE,MIRTAZAPINE
76541,TABLET; ORAL,45MG,MIRTAZAPINE,MIRTAZAPINE
76541,TABLET; ORAL,7.5MG,MIRTAZAPINE,MIRTAZAPINE
76543,"CREAM, AUGMENTED; TOPICAL",EQ 0.05% BASE,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE
76544,TABLET; ORAL,EQ 250MG BASE,NAPROXEN SODIUM,NAPROXEN SODIUM
76544,TABLET; ORAL,EQ 500MG BASE,NAPROXEN SODIUM,NAPROXEN SODIUM
76545,"TABLET, EXTENDED RELEASE; ORAL",500MG,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE
76546,CAPSULE; ORAL,300MG,TRIMETHOBENZAMIDE HYDROCHLORIDE,TRIMETHOBENZAMIDE HYDROCHLORIDE
76549,CAPSULE; ORAL,1.25MG,RAMIPRIL,RAMIPRIL
76549,CAPSULE; ORAL,2.5MG,RAMIPRIL,RAMIPRIL
76549,CAPSULE; ORAL,5MG,RAMIPRIL,RAMIPRIL
76549,CAPSULE; ORAL,10MG,RAMIPRIL,RAMIPRIL
76550,TABLET; ORAL,150MG,PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE
76550,TABLET; ORAL,225MG,PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE
76550,TABLET; ORAL,300MG,PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE
76552,INJECTABLE; INJECTION,150MG/ML,MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE
76553,INJECTABLE; INJECTION,150MG/ML,MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE
76554,TABLET; ORAL,EQ 25MG BASE,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE
76554,TABLET; ORAL,EQ 50MG BASE,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE
76555,SOLUTION/DROPS; OPHTHALMIC,EQ 0.3% BASE,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
76557,"TABLET, EXTENDED RELEASE; ORAL",10MG;240MG,LORATADINE AND PSEUDOEPHEDRINE SULFATE,LORATADINE; PSEUDOEPHEDRINE SULFATE
76558,TABLET; ORAL,250MG,CIPROFLOXACIN,CIPROFLOXACIN
76558,TABLET; ORAL,EQ 250MG BASE,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
76558,TABLET; ORAL,EQ 500MG BASE,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
76558,TABLET; ORAL,EQ 750MG BASE,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
76559,TABLET; ORAL,EQ 16MG BASE,ONDANSETRON HYDROCHLORIDE,ONDANSETRON HYDROCHLORIDE
76560,CAPSULE; ORAL,325MG;50MG;40MG;30MG,"BUTALBITAL, ACETAMINOPHEN, CAFFEINE AND CODEINE PHOSPHATE",ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE
76561,TABLET; ORAL,50MG,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM
76563,"CAPSULE, EXTENDED RELEASE; ORAL",420MG,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE
76563,"CAPSULE, EXTENDED RELEASE; ORAL",120MG,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE
76563,"CAPSULE, EXTENDED RELEASE; ORAL",180MG,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE
76563,"CAPSULE, EXTENDED RELEASE; ORAL",240MG,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE
76563,"CAPSULE, EXTENDED RELEASE; ORAL",300MG,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE
76563,"CAPSULE, EXTENDED RELEASE; ORAL",360MG,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE
76564,INJECTABLE; INJECTION,3MG/ML,ADENOSINE,ADENOSINE
76565,"CAPSULE, EXTENDED RELEASE; ORAL",EQ 37.5MG BASE,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE
76565,"CAPSULE, EXTENDED RELEASE; ORAL",EQ 75MG BASE,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE
76565,"CAPSULE, EXTENDED RELEASE; ORAL",EQ 150MG BASE,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE
76568,"GUM, CHEWING; BUCCAL",EQ 2MG BASE,NICOTINE POLACRILEX,NICOTINE POLACRILEX
76568,"GUM, CHEWING; BUCCAL",EQ 4MG BASE,NICOTINE POLACRILEX,NICOTINE POLACRILEX
76569,"GUM, CHEWING; BUCCAL",EQ 2MG BASE,NICOTINE POLACRILEX,NICOTINE POLACRILEX
76569,"GUM, CHEWING; BUCCAL",EQ 4MG BASE,NICOTINE POLACRILEX,NICOTINE POLACRILEX
76570,CAPSULE; ORAL,300MG,TRIMETHOBENZAMIDE HYDROCHLORIDE,TRIMETHOBENZAMIDE HYDROCHLORIDE
76571,INJECTABLE; INJECTION,1MG/ML,CLADRIBINE,CLADRIBINE
76572,TABLET; ORAL,EQ 100MG BASE,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE
76573,INJECTABLE; INJECTION,10MG/ML,ESMOLOL HYDROCHLORIDE,ESMOLOL HYDROCHLORIDE
76574,CREAM; TOPICAL,1%,ECONAZOLE NITRATE,ECONAZOLE NITRATE
76575,CAPSULE; ORAL,15MG,TOPIRAMATE,TOPIRAMATE
76575,CAPSULE; ORAL,25MG,TOPIRAMATE,TOPIRAMATE
76576,TABLET; ORAL,80MG,SOTALOL HYDROCHLORIDE,SOTALOL HYDROCHLORIDE
76576,TABLET; ORAL,120MG,SOTALOL HYDROCHLORIDE,SOTALOL HYDROCHLORIDE
76576,TABLET; ORAL,160MG,SOTALOL HYDROCHLORIDE,SOTALOL HYDROCHLORIDE
76577,TABLET; ORAL,2.5MG,MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE
76577,TABLET; ORAL,5MG,MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE
76577,TABLET; ORAL,10MG,MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE
76578,TABLET; ORAL,5MG,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE
76578,TABLET; ORAL,10MG,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE
76580,TABLET; ORAL,10MG,FOSINOPRIL SODIUM,FOSINOPRIL SODIUM
76580,TABLET; ORAL,20MG,FOSINOPRIL SODIUM,FOSINOPRIL SODIUM
76580,TABLET; ORAL,40MG,FOSINOPRIL SODIUM,FOSINOPRIL SODIUM
76581,TABLET; ORAL,5MG,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE
76581,TABLET; ORAL,10MG,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE
76582,INJECTABLE; INJECTION,EQ 10MG BASE/ML,FENOLDOPAM MESYLATE,FENOLDOPAM MESYLATE
76583,SOLUTION/DROPS; OPHTHALMIC,0.50%,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE
76584,TABLET; ORAL,EQ 5MG BASE,ALENDRONATE SODIUM,ALENDRONATE SODIUM
76584,TABLET; ORAL,EQ 10MG BASE,ALENDRONATE SODIUM,ALENDRONATE SODIUM
76584,TABLET; ORAL,EQ 35MG BASE,ALENDRONATE SODIUM,ALENDRONATE SODIUM
76584,TABLET; ORAL,EQ 70MG BASE,ALENDRONATE SODIUM,ALENDRONATE SODIUM
76585,"CREAM, SUPPOSITORY; TOPICAL, VAGINAL","2%,100MG",MICONAZOLE 7 COMBINATION PACK,MICONAZOLE NITRATE
76586,CREAM; TOPICAL,0.05%,FLUOCINONIDE EMULSIFIED BASE,FLUOCINONIDE
76587,CREAM; TOPICAL,0.05%,ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE
76588,TABLET; ORAL,EQ 500MG BASE,VALACYCLOVIR HYDROCHLORIDE,VALACYCLOVIR HYDROCHLORIDE
76588,TABLET; ORAL,EQ 1GM BASE,VALACYCLOVIR HYDROCHLORIDE,VALACYCLOVIR HYDROCHLORIDE
76589,INJECTABLE; INJECTION,1MG/10ML (0.1MG/ML),FLUMAZENIL,FLUMAZENIL
76589,INJECTABLE; INJECTION,0.5MG/5ML (0.1MG/ML),FLUMAZENIL,FLUMAZENIL
76591,CREAM; TOPICAL,0.10%,MOMETASONE FUROATE,MOMETASONE FUROATE
76592,"CREAM, AUGMENTED; TOPICAL",EQ 0.05% BASE,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE
76593,Tablet; Oral,100MG,CIPROFLOXACIN,CIPROFLOXACIN
76593,TABLET; ORAL,EQ 250MG BASE,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
76593,TABLET; ORAL,EQ 500MG BASE,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
76593,TABLET; ORAL,EQ 750MG BASE,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
76594,TABLET; ORAL,100MG,MODAFINIL,MODAFINIL
76594,TABLET; ORAL,200MG,MODAFINIL,MODAFINIL
76595,TABLET; ORAL,100MG,MODAFINIL,MODAFINIL
76595,TABLET; ORAL,200MG,MODAFINIL,MODAFINIL
76596,TABLET; ORAL,100MG,MODAFINIL,MODAFINIL
76596,TABLET; ORAL,200MG,MODAFINIL,MODAFINIL
76597,Tablet; Oral,100MG,MODAFINIL,MODAFINIL
76597,Tablet; Oral,200MG,MODAFINIL,MODAFINIL
76598,"SPRAY, METERED; NASAL",0.042MG/SPRAY,IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE
76599,INJECTABLE; INJECTION,25MG/ML,LEVOFLOXACIN,LEVOFLOXACIN
76600,TABLET; ORAL,2.5MG,METOLAZONE,METOLAZONE
76601,SYRUP; ORAL,5MG/5ML,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE
76602,INJECTABLE; INJECTION,50MG/VIAL,CARBOPLATIN,CARBOPLATIN
76602,INJECTABLE; INJECTION,150MG/VIAL,CARBOPLATIN,CARBOPLATIN
76602,INJECTABLE; INJECTION,450MG/VIAL,CARBOPLATIN,CARBOPLATIN
76603,"CREAM, AUGMENTED; TOPICAL",EQ 0.05% BASE,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE
76604,TABLET; ORAL,7.5MG;200MG,HYDROCODONE BITARTRATE AND IBUPROFEN,HYDROCODONE BITARTRATE; IBUPROFEN
76605,TABLET; ORAL,600MG,GABAPENTIN,GABAPENTIN
76605,TABLET; ORAL,800MG,GABAPENTIN,GABAPENTIN
76606,CAPSULE; ORAL,100MG,GABAPENTIN,GABAPENTIN
76606,CAPSULE; ORAL,300MG,GABAPENTIN,GABAPENTIN
76606,CAPSULE; ORAL,400MG,GABAPENTIN,GABAPENTIN
76607,TABLET; ORAL,EQ 5MG BASE,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE
76607,TABLET; ORAL,EQ 10MG BASE,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE
76607,TABLET; ORAL,EQ 20MG BASE,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE
76607,TABLET; ORAL,EQ 40MG BASE,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE
76608,TABLET; ORAL,10MG;12.5MG,FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE
76608,TABLET; ORAL,20MG;12.5MG,FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE
76609,TABLET; ORAL,650MG;100MG,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
76610,"TABLET, EXTENDED RELEASE; ORAL",10MG,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE
76610,"TABLET, EXTENDED RELEASE; ORAL",20MG,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE
76610,"TABLET, EXTENDED RELEASE; ORAL",40MG,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE
76611,INJECTABLE; INJECTION,EQ 20MG BASE/10ML (EQ 2MG BASE/ML),MITOXANTRONE HYDROCHLORIDE,MITOXANTRONE HYDROCHLORIDE
76611,INJECTABLE; INJECTION,EQ 25MG BASE/12.5ML (EQ 2MG BASE/ML),MITOXANTRONE HYDROCHLORIDE,MITOXANTRONE HYDROCHLORIDE
76611,INJECTABLE; INJECTION,EQ 30MG BASE/15ML (EQ 2MG BASE/ML),MITOXANTRONE HYDROCHLORIDE,MITOXANTRONE HYDROCHLORIDE
76612,TABLET; ORAL,5MG;6.25MG,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
76612,TABLET; ORAL,10MG;12.5MG,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
76612,TABLET; ORAL,20MG;12.5MG,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
76612,TABLET; ORAL,20MG;25MG,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
76614,INJECTABLE; INJECTION,5MG/ML,LEVOFLOXACIN,LEVOFLOXACIN
76615,SOLUTION/DROPS; OPHTHALMIC,0.30%,OFLOXACIN,OFLOXACIN
76616,SOLUTION/DROPS; OTIC,0.30%,OFLOXACIN,OFLOXACIN
76617,INJECTABLE; INJECTION,200MG/100ML (2MG/ML),FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FLUCONAZOLE
76617,INJECTABLE; INJECTION,400MG/200ML (2MG/ML),FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FLUCONAZOLE
76618,TABLET; ORAL,EQ 10MG BASE,PAROXETINE HYDROCHLORIDE,PAROXETINE HYDROCHLORIDE
76618,TABLET; ORAL,EQ 20MG BASE,PAROXETINE HYDROCHLORIDE,PAROXETINE HYDROCHLORIDE
76618,TABLET; ORAL,EQ 30MG BASE,PAROXETINE HYDROCHLORIDE,PAROXETINE HYDROCHLORIDE
76618,TABLET; ORAL,EQ 40MG BASE,PAROXETINE HYDROCHLORIDE,PAROXETINE HYDROCHLORIDE
76619,INJECTABLE; INJECTION,1GM/20ML(50MG/ML),IFOSFAMIDE,IFOSFAMIDE
76619,INJECTABLE; INJECTION,3GM/60ML(50MG/ML),IFOSFAMIDE,IFOSFAMIDE
76620,TABLET; ORAL,10MG,FOSINOPRIL SODIUM,FOSINOPRIL SODIUM
76620,TABLET; ORAL,20MG,FOSINOPRIL SODIUM,FOSINOPRIL SODIUM
76620,TABLET; ORAL,40MG,FOSINOPRIL SODIUM,FOSINOPRIL SODIUM
76622,SOLUTION/DROPS; OPHTHALMIC,0.30%,OFLOXACIN,OFLOXACIN
76624,OINTMENT; TOPICAL,0.10%,MOMETASONE FUROATE,MOMETASONE FUROATE
76625,TABLET; ORAL-28,0.02MG;0.1MG,LEVONORGESTREL AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; LEVONORGESTREL
76626,TABLET; ORAL-28,"0.035MG,0.035MG,0.035MG;0.18MG,0.215MG,0.25MG",NORGESTIMATE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORGESTIMATE
76627,TABLET; ORAL-28,0.035MG;0.25MG,NORGESTIMATE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORGESTIMATE
76629,TABLET; ORAL-28,"0.02MG,0.03MG,0.035MG;1MG,1MG,1MG",NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
76629,TABLET; ORAL,1MG; 0.03MG,NORETHINDRONE ACETATE; ETHINYL ESTRADIOL,NORETHINDRONE ACETATE; ETHINYL ESTRADIOL
76629,TABLET; ORAL,1MG; 0.035MG,NORETHINDRONE ACETATE; ETHINYL ESTRADIOL,NORETHINDRONE ACETATE; ETHINYL ESTRADIOL
76630,"TABLET, CHEWABLE; ORAL",5MG,LAMOTRIGINE,LAMOTRIGINE
76630,"TABLET, CHEWABLE; ORAL",25MG,LAMOTRIGINE,LAMOTRIGINE
76631,TABLET; ORAL,5MG;6.25MG,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
76631,TABLET; ORAL,10MG;12.5MG,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
76631,TABLET; ORAL,20MG;12.5MG,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
76631,TABLET; ORAL,20MG;25MG,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
76633,CREAM; TOPICAL,0.05%,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE
76635,TABLET; ORAL,54MG,FENOFIBRATE,FENOFIBRATE
76635,TABLET; ORAL,107MG,FENOFIBRATE,FENOFIBRATE
76635,TABLET; ORAL,160MG,FENOFIBRATE,FENOFIBRATE
76636,TABLET; ORAL,15MG,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE
76636,TABLET; ORAL,30MG,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE
76639,TABLET; ORAL,EQ 250MG BASE,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
76639,TABLET; ORAL,EQ 500MG BASE,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
76639,TABLET; ORAL,EQ 750MG BASE,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
76640,"TABLET, EXTENDED RELEASE; ORAL",EQ 200MG TARTRATE,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE
76640,"TABLET, EXTENDED RELEASE; ORAL",EQ 100MG TARTRATE,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE
76642,TABLET; ORAL,7.5MG;200MG,HYDROCODONE BITARTRATE AND IBUPROFEN,HYDROCODONE BITARTRATE; IBUPROFEN
76642,TABLET; ORAL,5MG;200MG,HYDROCODONE BITARTRATE AND IBUPROFEN,HYDROCODONE BITARTRATE; IBUPROFEN
76642,TABLET; ORAL,2.5MG;200MG,REPREXAIN,HYDROCODONE BITARTRATE; IBUPROFEN
76642,TABLET; ORAL,10MG;200MG,REPREXAIN,HYDROCODONE BITARTRATE; IBUPROFEN
76643,"TABLET, FOR SUSPENSION; ORAL",10MG;100MG,CARBILEV,CARBIDOPA; LEVODOPA
76643,"TABLET, FOR SUSPENSION; ORAL",25MG;100MG,CARBILEV,CARBIDOPA; LEVODOPA
76643,"TABLET, FOR SUSPENSION; ORAL",25MG;250MG,CARBILEV,CARBIDOPA; LEVODOPA
76644,"TABLET, EXTENDED RELEASE; ORAL",10MG,OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE
76645,"SOLUTION; ORAL, RECTAL",10GM/15ML,LACTULOSE,LACTULOSE
76648,CAPSULE; ORAL,75MG;25MG,NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS),"NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE"
76649,TABLET; ORAL,3.125MG,CARVEDILOL,CARVEDILOL
76649,TABLET; ORAL,6.25MG,CARVEDILOL,CARVEDILOL
76649,TABLET; ORAL,12.5MG,CARVEDILOL,CARVEDILOL
76649,TABLET; ORAL,25MG,CARVEDILOL,CARVEDILOL
76650,"TABLET, EXTENDED RELEASE; ORAL",500MG,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE
76651,TABLET; ORAL,5MG,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE
76651,TABLET; ORAL,10MG,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE
76651,TABLET; ORAL,20MG,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE
76651,TABLET; ORAL,40MG,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE
76652,FOR SOLUTION; ORAL,17GM/SCOOPFUL,GLYCOLAX,POLYETHYLENE GLYCOL 3350
76653,INJECTABLE; INJECTION,200MG/100ML (2MG/ML),FLUCONAZOLE IN SODIUM CHLORIDE 0.9%,FLUCONAZOLE
76653,INJECTABLE; INJECTION,400MG/200ML (2MG/ML),FLUCONAZOLE IN SODIUM CHLORIDE 0.9%,FLUCONAZOLE
76654,CREAM; TOPICAL,0.10%,HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE
76656,INJECTABLE; INJECTION,EQ 10MG BASE/ML,FENOLDOPAM MESYLATE,FENOLDOPAM MESYLATE
76657,INJECTABLE; INJECTION,1GM/20ML (50MG/ML),IFOSFAMIDE,IFOSFAMIDE
76657,INJECTABLE; INJECTION,3GM/60ML (50MG/ML),IFOSFAMIDE,IFOSFAMIDE
76658,TABLET; ORAL,50MG,FLUCONAZOLE,FLUCONAZOLE
76658,TABLET; ORAL,100MG,FLUCONAZOLE,FLUCONAZOLE
76658,TABLET; ORAL,150MG,FLUCONAZOLE,FLUCONAZOLE
76658,TABLET; ORAL,200MG,FLUCONAZOLE,FLUCONAZOLE
76661,INJECTABLE; INJECTION,50MG/2ML (25MG/ML),FLUDARABINE PHOSPHATE,FLUDARABINE PHOSPHATE
76663,"TABLET, EXTENDED RELEASE; ORAL",50MG;200MG,CARBIDOPA AND LEVODOPA,CARBIDOPA; LEVODOPA
76664,"SPRAY, METERED; NASAL",0.021MG/SPRAY,IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE
76665,TABLET; ORAL,50MG,FLUCONAZOLE,FLUCONAZOLE
76665,TABLET; ORAL,100MG,FLUCONAZOLE,FLUCONAZOLE
76665,TABLET; ORAL,150MG,FLUCONAZOLE,FLUCONAZOLE
76665,TABLET; ORAL,200MG,FLUCONAZOLE,FLUCONAZOLE
76666,CAPSULE; ORAL,25MG,INDOMETHACIN,INDOMETHACIN
76666,CAPSULE; ORAL,50MG,INDOMETHACIN,INDOMETHACIN
76667,"TABLET, EXTENDED RELEASE; ORAL",60MG; 120MG,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
76668,OINTMENT; TOPICAL,0.01%,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE
76670,TABLET; ORAL,25MG,METOPROLOL TARTRATE,METOPROLOL TARTRATE
76671,TABLET; ORAL,EQ 25MG BASE,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE
76671,TABLET; ORAL,EQ 50MG BASE,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE
76671,TABLET; ORAL,EQ 100MG BASE,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE
76672,SOLUTION; ORAL,250MG/5ML,GABAPENTIN,GABAPENTIN
76673,SOLUTION/DROPS; OPHTHALMIC,EQ 0.3% BASE,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
76674,TABLET; ORAL,12.5MG;10MG,LISINOPRIL AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; LISINOPRIL
76674,TABLET; ORAL,12.5MG;20MG,LISINOPRIL AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; LISINOPRIL
76674,TABLET; ORAL,25MG;20MG,LISINOPRIL AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; LISINOPRIL
76675,TABLET; ORAL-28,0.15MG;0.03MG,EMOQUETTE,DESOGESTREL; ETHINYL ESTRADIOL
76677,TABLET; ORAL,5MG,CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE
76677,TABLET; ORAL,10MG,CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE
76677,TABLET; ORAL,10MG,CETIRIZINE HYDROCHLORIDE HIVES,CETIRIZINE HYDROCHLORIDE
76677,TABLET; ORAL,5MG,CETIRIZINE HYDROCHLORIDE HIVES,CETIRIZINE HYDROCHLORIDE
76679,CREAM; TOPICAL,0.10%,MOMETASONE FUROATE,MOMETASONE FUROATE
76681,TABLET; ORAL,50MG,FLUCONAZOLE,FLUCONAZOLE
76681,TABLET; ORAL,100MG,FLUCONAZOLE,FLUCONAZOLE
76681,TABLET; ORAL,150MG,FLUCONAZOLE,FLUCONAZOLE
76681,TABLET; ORAL,200MG,FLUCONAZOLE,FLUCONAZOLE
76682,SYRUP; ORAL,5MG/5ML,OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE
76683,CAPSULE; ORAL,EQ 0.5MG BASE,ANAGRELIDE HYDROCHLORIDE,ANAGRELIDE HYDROCHLORIDE
76683,CAPSULE; ORAL,EQ 1MG BASE,ANAGRELIDE HYDROCHLORIDE,ANAGRELIDE HYDROCHLORIDE
76684,INJECTABLE; SUBCUTANEOUS,30MG/0.3ML (100MG/ML),ENOXAPARIN SODIUM (PRESERVATIVE FREE),ENOXAPARIN SODIUM
